"slug","legal_name","brand_name","aliases","primary_category","categories","country_code","nigeria_presence","regulators","licence_types","regulatory_status","verification_status","website","source_urls","source_types","source_retrieved_at","logo_slug","added_at","updated_at"
"iferox-filex","IFEROX FILEX NIGERIA LTD","FINJARA","FINJARA|IFEROX FILEX NIGERIA LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"finpadi-technologies","FINPADI TECHNOLOGIES LIMITED","FINPADI","FINPADI|FINPADI TECHNOLOGIES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"finserve-investment","FINSERVE INVESTMENT LIMITED","FINSERVE","FINSERVE|FINSERVE INVESTMENT LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"finspa-investment","FINSPA INVESTMENT LIMITED","FINSPA MOBILE","FINSPA INVESTMENT LIMITED|FINSPA MOBILE","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"firm-t-global-insurance-brokers","Firm-T Global Insurance Brokers Ltd","Firm-T Global Insurance Brokers","Firm-T Global Insurance Brokers Ltd|RBC-1275","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"firmus-microfinance-bank","FIRMUS MICROFINANCE BANK LIMITED","FIRMUS MOBILE","FIRMUS MICROFINANCE BANK LIMITED|FIRMUS MOBILE","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"firmus-retail-services","FIRMUS RETAIL SERVICES LIMITED","FIRMUS MONIE","FIRMUS MONIE|FIRMUS RETAIL SERVICES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-adequate-benefit-insurance-brokers-l-t-d","First Adequate Benefit Insurance Brokers L.t.d","First Adequate Benefit Insurance Brokers L.t.d","RBC-719","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-bank-of","First Bank of Nigeria Limited","First Bank of","First Bank of Nigeria Limited","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-city-global-insurance-brokers-l-t-d","First City Global Insurance Brokers L.t.d","First City Global Insurance Brokers L.t.d","RBC-717","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-city-monument-bank","First City Monument Bank Limited","First City Monument Bank","First City Monument Bank Limited","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-cornerstone-insurance-brokers","First Cornerstone Insurance Brokers Ltd","First Cornerstone Insurance Brokers","First Cornerstone Insurance Brokers Ltd|RBC-780","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-dominion-insurance-brokers-l-t-d","First Dominion Insurance Brokers L.t.d","First Dominion Insurance Brokers L.t.d","RBC-170","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-guaranty-risk-solutions-insurance-brokers-lt","First Guaranty Risk Solutions Insurance Brokers Lt","First Guaranty Risk Solutions Insurance Brokers Lt","RBC-349","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-holdco","First HoldCo Plc","First HoldCo","First HoldCo Plc","financial-holding-company","financial-holding-company","NG","nigerian-company","CBN","Financial holding company","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-insurance-brokers","First Insurance brokers Ltd","First Insurance brokers","First Insurance brokers Ltd|RBC-267","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-link-insurance-brokers","First Link Insurance Brokers Ltd","First Link Insurance Brokers","First Link Insurance Brokers Ltd|RBC-94","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-pension-custodian","First Pension Custodian Nigeria Limited","First Pension Custodian","First Pension Custodian Nigeria Limited","pension-fund-custodian","pension-fund-custodian","NG","nigerian-company","PenCom","Pension fund custodian","active","officially-verified","","https://www.pencom.gov.ng/pension-fund-custodians/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-standard-insurance-brokers-l-t-d","First Standard Insurance Brokers L.t.d","First Standard Insurance Brokers L.t.d","RBC-433","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-trust-insurance-brokers","First Trust Insurance Brokers Ltd","First Trust Insurance Brokers","First Trust Insurance Brokers Ltd|RBC-161","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"firstspring-insurance-brokers","FirstSpring Insurance Brokers Ltd","FirstSpring Insurance Brokers","FirstSpring Insurance Brokers Ltd|RBC-233","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"eager-wing","EAGER WING NIGERIA LIMITED","FLASH LOAN","EAGER LOAN|EAGER WING NIGERIA LIMITED|FLASH LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"kreston-finance","KRESTON FINANCE LIMITED","FLASHLEND LOAN","FLASHLEND LOAN|KRESTON FINANCE LIMITED|PIVOT LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flawless-insurance-brokers-l-t-d","Flawless Insurance Brokers L.t.d","Flawless Insurance Brokers L.t.d","RBC-810","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flex-financial-technologies","FLEX FINANCIAL TECHNOLOGIES","FLEXFINANCE","FLEX FINANCIAL TECHNOLOGIES|FLEXFINANCE","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flexi-microfinance-company","FLEXI MICROFINANCE COMPANY LIMITED","FLEXIBANK","FLEXI MICROFINANCE COMPANY LIMITED|FLEXIBANK|FLEXICREDIT|FLEXIMFB","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flexible-insurance-brokers","Flexible Insurance Brokers Ltd","Flexible Insurance Brokers","Flexible Insurance Brokers Ltd|RBC-707","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"multi-level-fin-solutions","MULTI-LEVEL FIN SOLUTIONS LIMITED","FLEXILOAN","EASYCREDIT|FLEXILOAN|MULTI-LEVEL FIN SOLUTIONS LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"topeca-lending","TOPECA LENDING LIMITED","FLEXIVAULT","FLEXIVAULT|KASHVAULT|NAIRAVAULT|TOPECA LENDING LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flickwheel","FLICKWHEEL LIMITED","FLICKWHEEL","FLICKWHEEL|FLICKWHEEL LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"swipebill-technologies","SWIPEBILL TECHNOLOGIES NIGERIA LIMITED","FLOAT -CASH","FLOAT -CASH|SWIPEBILL TECHNOLOGIES NIGERIA LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"maven-finance","MAVEN FINANCE LIMITED","FLOATR","FLOATR|MAVEN FINANCE LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"floodgate-insurance-brokers","Floodgate Insurance Brokers Ltd","Floodgate Insurance Brokers","Floodgate Insurance Brokers Ltd|RBC-973","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flourish-insurance-brokers-l-t-d","Flourish Insurance Brokers L.t.d","Flourish Insurance Brokers L.t.d","RBC-608","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fluna-capital","FLUNA CAPITAL LIMITED","FLUNA","FLUNA|FLUNA CAPITAL LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flutterwave-tech-payments","FLUTTERWAVE TECH PAYMENTS LIMITED","FLUTTERWAVE TECH PAYMENTS","FLUTTERWAVE TECH PAYMENTS LIMITED|FLUTTERWAVE TECHNOLOGY SOLUTIONS LTD","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"flutterwave-technology-solutions","Flutterwave Technology Solutions Limited","Flutterwave Technology Solutions","Flutterwave Technology Solutions Limited","switching-processing","switching-processing","NG","nigerian-company","CBN","Switching and processing","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fmg-insurance-brokers","FMG Insurance Brokers Ltd","FMG Insurance Brokers","FMG Insurance Brokers Ltd|RBC-316","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-midas-microfinance-bank","FIRST MIDAS MICROFINANCE BANK","FMPAY","FIRST MIDAS MICROFINANCE BANK|FMPAY","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"first-marina-trust-finance-company","FIRST MARINA TRUST FINANCE COMPANY LIMITED","FMTSPACE INVESTMENT","FIRST MARINA TRUST FINANCE COMPANY LIMITED|FMTSPACE INVESTMENT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fobex-philex-insurance-brokers-l-t-d","Fobex (Philex) Insurance Brokers L.t.d","Fobex (Philex) Insurance Brokers L.t.d","RBC-117","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fobs-insurance-brokers-l-t-d","FOBS Insurance Brokers L.t.d","FOBS Insurance Brokers L.t.d","RBC-592","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fortegate-insurance-brokers","Fortegate Insurance Brokers Ltd","Fortegate Insurance Brokers","Fortegate Insurance Brokers Ltd|RBC-966","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fortis-mobile-money","Fortis Mobile Money Limited","Fortis Mobile Money","Fortis Mobile Money Limited","mobile-money-operator","mobile-money-operator","NG","nigerian-company","CBN","Mobile money operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fortitude-insurance-brokers","Fortitude Insurance Brokers Limited","Fortitude Insurance Brokers","Fortitude Insurance Brokers Limited|RBC-1119","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fountain-insurance-brokers","Fountain Insurance Brokers Ltd","Fountain Insurance Brokers","Fountain Insurance Brokers Ltd|RBC-52","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fountain-payment-systems-solution","Fountain Payment Systems Solution","Fountain Payment Systems Solution","","super-agent","payment-solution-service-provider|super-agent","NG","nigerian-company","CBN","PSSP|Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"franco-nigeria-insurance-brokers","Franco Nigeria Insurance Brokers Ltd","Franco Nigeria Insurance Brokers","Franco Nigeria Insurance Brokers Ltd|RBC-870","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fsdh-holding-company","FSDH Holding Company Limited","FSDH Holding Company","FSDH Holding Company Limited","financial-holding-company","financial-holding-company","NG","nigerian-company","CBN","Financial holding company","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fsdh-merchant-bank","FSDH Merchant Bank Limited","FSDH Merchant Bank","FSDH Merchant Bank Limited","merchant-bank","merchant-bank","NG","nigerian-company","CBN","Merchant bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fsl-insurance-brokers-l-t-d","FSL Insurance Brokers L.t.d","FSL Insurance Brokers L.t.d","RBC-411","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"bridgepoint-finance","BRIDGEPOINT FINANCE LIMITED","FUBRO APP AN CREDOZA","BRIDGEPOINT FINANCE LIMITED|FUBRO APP AN CREDOZA","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fucil-datatech","Fucil Datatech Limited","Fucil Datatech","Fucil Datatech Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fuelcredit-com","FUELCREDIT COM LIMITED","FUELCREDIT","FUELCREDIT|FUELCREDIT COM LIMITED|WWW.MYFUELCREDIT.COM","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fulcrum-sigma-enterprise","FULCRUM SIGMA ENTERPRISE LTD","FULCRUMMONEY","FULCRUM SIGMA ENTERPRISE LTD|FULCRUMMONEY|SIGMAMONEY LOAN|TOKCASH LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"deerleap-tech-company","DEERLEAP TECH COMPANY LIMITED","FUN BOX","CREDIT LOANS|DEERLEAP TECH COMPANY LIMITED|FUN BOX","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fundbox-financial-services","FUNDBOX FINANCIAL SERVICES LIMITED","FUNDBOX FSL","FUNDBOX FINANCIAL SERVICES LIMITED|FUNDBOX FSL|LENDEASE","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fortunelink-lending","FORTUNELINK LENDING LIMITED","FUNDFLOW","FORTUNELINK LENDING LIMITED|FUNDFLOW|NEXALOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"funds-and-electronic-transfer-fets","Funds And Electronic Transfer (FETS) Limited","Funds And Electronic Transfer (FETS)","Funds And Electronic Transfer (FETS) Limited","mobile-money-operator","mobile-money-operator","NG","nigerian-company","CBN","Mobile money operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"funds-konnect-limited-formerly-funds-and-electronic-transfers-fets-limited","Funds Konnect Limited (Formerly Funds and Electronic Transfers (FETs)Limited)","Funds Konnect Limited (Formerly Funds and Electronic Transfers (FETs)Limited)","","payment-terminal-service-provider","payment-terminal-service-provider","NG","nigerian-company","CBN","PTSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fundsflow-integrated-systems","FUNDSFLOW INTEGRATED SYSTEMS LIMITED","FUNDSFLOW","FUNDSFLOW|FUNDSFLOW INTEGRATED SYSTEMS LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"veltrix-comms","VELTRIX COMMS LTD","FUNDZONE","BIGNAME|FUNDZONE|VELTRIX COMMS LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"techfusion-africa-technologies","TECHFUSION AFRICA TECHNOLOGIES LIMITED","FUSE GO","30PLUS|FUSE GO|TECHFUSION AFRICA TECHNOLOGIES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"nature-lending","NATURE LENDING NIGERIA LIMITED","FUTURECASH","FUTURECASH|NATURE LENDING NIGERIA LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"futurepay-tech-solutions","Futurepay Tech Solutions Nigeria Limited","Futurepay Tech Solutions","Futurepay Tech Solutions Nigeria Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"yegon-tech","YEGON TECH LTD","GALAXY CREDIT","GALAXY CREDIT|YEGON TECH LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"galaxy-insurance-brokers-l-t-d","Galaxy Insurance Brokers L.t.d","Galaxy Insurance Brokers L.t.d","RBC-577","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gap-credit","GAP CREDIT LIMITED","GAP-GAP FINANCE FOR INDIVIDUAL","GAP BUSINESS-GAP BUSINESS FOR BUSINESS ENTHUSIASTS|GAP CREDIT LIMITED|GAP-GAP FINANCE FOR INDIVIDUAL","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gaph-credit-and-lending","GAPH CREDIT & LENDING LIMITED","GAPHCREDIT.COM.NG","GAPH CREDIT & LENDING LIMITED|GAPHCREDIT.COM.NG","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gdl-insurance-brokers","GDL Insurance Brokers Ltd","GDL Insurance Brokers","GDL Insurance Brokers Ltd|RBC-816","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gem-insurance-brokers","GEM Insurance Brokers Ltd","GEM Insurance Brokers","GEM Insurance Brokers Ltd|RBC-202","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gemspay","Gemspay Limited","Gemspay","Gemspay Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"genesis-insurance-brokers","Genesis Insurance Brokers Ltd","Genesis Insurance Brokers","Genesis Insurance Brokers Ltd|RBC-840","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afrosay-fintech","AFROSAY FINTECH LIMITED","GETCREDIT","AFROSAY FINTECH LIMITED|GETCREDIT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"brickbridge-company","BRICKBRIDGE COMPANY LTD","GETKASH","BRICKBRIDGE COMPANY LTD|GETKASH|LENDKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"giant-strides-insurance-brokers","Giant Strides Insurance Brokers Ltd","Giant Strides Insurance Brokers","Giant Strides Insurance Brokers Ltd|RBC-932","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"glanvill-enthoven-insurance-brokers-and-pension-cons","Glanvill Enthoven Insurance Brokers & Pension Cons","Glanvill Enthoven Insurance Brokers & Pension Cons","RBC-923","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"glanvill-enthoven-reinsurance-brokers","Glanvill Enthoven Reinsurance Brokers Ltd","Glanvill Enthoven Reinsurance Brokers","Glanvill Enthoven Reinsurance Brokers Ltd|RBC-924","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-accelerex","Global Accelerex Limited","Global Accelerex","Global Accelerex Limited","payment-terminal-service-provider","payment-solution-service-provider|payment-terminal-service-provider","NG","nigerian-company","CBN","PSSP|PTSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
