"slug","legal_name","brand_name","aliases","primary_category","categories","country_code","nigeria_presence","regulators","licence_types","regulatory_status","verification_status","website","source_urls","source_types","source_retrieved_at","logo_slug","added_at","updated_at"
"global-allianz-insurance-brokers-nig","Global Allianz Insurance Brokers (Nig) Ltd","Global Allianz Insurance Brokers (Nig)","Global Allianz Insurance Brokers (Nig) Ltd|RBC-436","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-hreitage-insurance-brokes","Global Hreitage Insurance Brokes Ltd","Global Hreitage Insurance Brokes","Global Hreitage Insurance Brokes Ltd|RBC-1046","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-spread-investment-and-commercial-services","GLOBAL SPREAD INVESTMENT & COMMERCIAL SERVICES LIMITED","GLOBAL MONEY","GLOBAL MONEY|GLOBAL SPREAD INVESTMENT & COMMERCIAL SERVICES LIMITED|SALARY LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-risk-associate-insurance-brokers-l-t-d","Global Risk Associate Insurance Brokers L.t.d","Global Risk Associate Insurance Brokers L.t.d","RBC-221","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-risk-network-insurance-brokers-l-t-d","Global Risk Network Insurance Brokers L.t.d","Global Risk Network Insurance Brokers L.t.d","RBC-465","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-risk-perspective","Global Risk Perspective Limited","Global Risk Perspective","Global Risk Perspective Limited|RBC-574","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-trend-insurance-brokers-l-t-d","Global Trend Insurance Brokers L.t.d","Global Trend Insurance Brokers L.t.d","RBC-497","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"global-wire-ng","GLOBAL WIRE NG LIMITED","GLOBAL WIRE NG","GLOBAL WIRE NG LIMITED","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"globe-trade-insurance-brokers-l-t-d","Globe Trade Insurance brokers L.t.d","Globe Trade Insurance brokers L.t.d","RBC-503","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"globus-bank","Globus Bank Limited","Globus Bank","Globus Bank Limited","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gmt-technologies","GMT TECHNOLOGIES LTD","GMT TECH","GMT TECH|GMT TECHNOLOGIES LTD|GMTTECHNOLOGIESLTD.COM","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gn-bishop-insurance-brokers","GN Bishop Insurance Brokers Ltd","GN Bishop Insurance Brokers","GN Bishop Insurance Brokers Ltd|RBC-56","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fineset","FINESET LIMITED","GO LOAN","FINESET LIMITED|GO LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"prosperity-archipelago","PROSPERITY ARCHIPELAGO LTD","GOCASH","GOCASH|PROSPERITY ARCHIPELAGO LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"godson-and-nelson-insurance-brokers","Godson & Nelson Insurance Brokers Ltd","Godson & Nelson Insurance Brokers","Godson & Nelson Insurance Brokers Ltd|RBC-736","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"jejely-ultimate","JEJELY ULTIMATE LIMITED","GOGO CREDIT","FAIRLONER|GOGO CREDIT|INSTALLKASH|JEJELY ULTIMATE LIMITED|LIFEO LENDING|QKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"golan-height-insurance-brokers-l-t-d","Golan Height Insurance Brokers L.t.d","Golan Height Insurance Brokers L.t.d","RBC-750","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gold-link-insurance","Gold Link Insurance Plc","Gold Link Insurance","GLIP|Gold Link Insurance Plc","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"goldcrest-insurance-brokers","Goldcrest Insurance Brokers Ltd","Goldcrest Insurance Brokers","Goldcrest Insurance Brokers Ltd|RBC-582","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"atimi-lending","ATIMI LENDING LIMITED","GOLOAN","ATIMI LENDING LIMITED|GOLOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gombot-insurance-brokers","Gombot Insurance Brokers Ltd","Gombot Insurance Brokers","Gombot Insurance Brokers Ltd|RBC-30","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"goshen-insurance-brokers-l-t-d","Goshen Insurance Brokers L.t.d","Goshen Insurance Brokers L.t.d","RBC-566","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"goxi-microinsurance-company","Goxi Microinsurance Company Ltd","Goxi Microinsurance Company","GOXI|Goxi Microinsurance Company Ltd","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gpay-instant-solution","Gpay Instant Solution Limited","Gpay Instant Solution","Gpay Instant Solution Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"grace-insurance-brokers-l-t-d","Grace Insurance Brokers L.t.d","Grace Insurance Brokers L.t.d","RBC-694","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gracemoni","GRACEMONI LIMITED","GRACEMONI","GRACEMONI|GRACEMONI LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"youcare-team-services","YOUCARE TEAM SERVICES LIMITED","GRAND NAIRA","GRAND NAIRA|LARGE NAIRA|YOUCARE TEAM SERVICES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"grand-union-insurance-brokers-l-t-d","Grand Union Insurance Brokers L.t.d","Grand Union Insurance Brokers L.t.d","RBC-386","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"great-hope-insurance-brokers","Great Hope Insurance Brokers Ltd","Great Hope Insurance Brokers","Great Hope Insurance Brokers Ltd|RBC-410","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"great-nigeria-insurance","Great Nigeria Insurance Plc","Great Nigeria Insurance","GNIP|Great Nigeria Insurance Plc","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"greater-heights-insurance-brokers","Greater Heights Insurance Brokers Ltd","Greater Heights Insurance Brokers","Greater Heights Insurance Brokers Ltd|RBC-980","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"green-leaf-insurance-brokers","GREEN LEAF INSURANCE BROKERS LIMITED","GREEN LEAF INSURANCE BROKERS","GREEN LEAF INSURANCE BROKERS LIMITED|RBC-1057","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"green-pacific-insurance-brokers","Green Pacific Insurance Brokers Ltd","Green Pacific Insurance Brokers","Green Pacific Insurance Brokers Ltd|RBC-925","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"greensprings-insurance-brokers","Greensprings Insurance Brokers Ltd","Greensprings Insurance Brokers","Greensprings Insurance Brokers Ltd|RBC-911","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"greenwich-merchant-bank","Greenwich Merchant Bank Limited","Greenwich Merchant Bank","Greenwich Merchant Bank Limited","merchant-bank","merchant-bank","NG","nigerian-company","CBN","Merchant bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"grit-tech","GRIT-TECH LIMITED","GRIT-TECH LOAN","GRIT-TECH LIMITED|GRIT-TECH LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"grow-insurance-brokers","Grow Insurance Brokers Ltd","Grow Insurance Brokers","Grow Insurance Brokers Ltd|RBC-927","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"the-platform-digital-network","THE PLATFORM DIGITAL NETWORK LIMITED","GROWLY","GROWLY|THE PLATFORM DIGITAL NETWORK LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"grs-insurance-brokers-l-t-d","GRS Insurance Brokers L.t.d","GRS Insurance Brokers L.t.d","RBC-462","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gt-insurance-brokers-l-t-d","GT Insurance Brokers L.t.d","GT Insurance Brokers L.t.d","RBC-597","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"gtp-client-services","GTP Client Services Limited","GTP Client Services","GTP Client Services Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"guaranty-trust-bank","Guaranty Trust Bank Limited","Guaranty Trust Bank","Guaranty Trust Bank Limited","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"guaranty-trust-holding-company","Guaranty Trust Holding Company Plc","Guaranty Trust Holding Company","Guaranty Trust Holding Company Plc","financial-holding-company","financial-holding-company","NG","nigerian-company","CBN","Financial holding company","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"guaranty-trust-pension-managers","Guaranty Trust Pension Managers Limited","Guaranty Trust Pension Managers","Guaranty Trust Pension Managers Limited","pension-fund-administrator","pension-fund-administrator","NG","nigerian-company","PenCom","Pension fund administrator","active","officially-verified","","https://www.pencom.gov.ng/pension-fund-administrators/","regulator","2026-07-13","","2026-07-13","2026-07-13"
